Настенная/Напольная,Для пола,"['MARVEL STONE', 'ARKSHADE', 'MARVEL PRO', 'NID', 'MARVEL', 'MEK', 'ETIC PRO', 'ROOM', 'MARVEL GEMS', 'BRAVE', 'DWELL', 'MARVEL XL', 'ETIC', 'KONE', 'AXI', 'BORD', 'MARK WALL&FLOOR DESIGN', 'EVOLVE', 'STYLE', 'TREK', 'DOLMEN', 'SUNROCK', 'SEASTONE', 'DOGA', 'EVER', 'EXTEND', 'GREENCOLORS', 'TRUST', 'STUDIO', 'STAY', 'FIBRA', 'CHROMA', 'GLOW', 'MILESTONE', 'SPARK']"
Настенная/Напольная,Для стен,"['MARVEL STONE', 'ARKSHADE', 'MARVEL PRO', 'NID', '3D WALL DESIGN', 'MARVEL', 'MEK', 'ROOM', 'MARVEL GEMS', 'BRAVE', 'DWELL', 'KONE', 'BRILLIANT', 'BRICK ATELIER', 'EWALL', 'MAGNIFIQUE', 'ARTY', 'MARK WALL&FLOOR DESIGN', 'EVOLVE', 'GREENCOLORS', 'VIVACE', 'RADIANCE', 'ADORE', 'INTENSITY', 'SUBLIME', 'SPARK', 'VIEW', 'GIOIA']"
Настенная/Напольная,Универсальная,"['MARVEL STONE', 'MARVEL PRO', 'MARVEL', 'ETIC PRO', 'ROOM', 'MARVEL GEMS', 'BRAVE', 'DWELL', 'MARVEL XL', 'ETIC', 'AXI', 'BORD', 'MARK WALL&FLOOR DESIGN', 'EVOLVE', 'SUNROCK', 'SEASTONE', 'ADVANCE', 'EVER', 'GREENCOLORS', 'TRUST', 'STUDIO', 'STAY', 'FIBRA', 'GLOW', 'MILESTONE', 'SPARK']"
